Naturalidade,lat,lon
Antônio Prado de Minas,-21.0171988,-42.1101106
Kalara,2.1943713,-52.9338979
Benin,-12.9706212,-38.5079576
Kumasi,-3.0075487,-59.9724231
Ede,-10.3333333,-53.2
Toro,-15.8066215,-47.8937631
Capim Grosso,-11.379428,-40.0115228
Bonga,-7.3091766,-37.6942635
Calabar,-13.003251,-38.5152233
Kentucky,-29.686051,-53.8017121
Maracaibo,-27.599413,-48.5837544
Lomé,-28.51487,-48.759403
Iwo,-23.5638352,-46.3169427
Biu,-7.2620274,-34.9065551
Porto -Novo,-27.1724236,-53.7118989
Ho,-22.8433947,-43.5461223
Thies,-29.4698098,-51.8284428
Ile-Ife,-12.8661378,-38.4583137
Barbosa Ferraz,-24.0287182,-52.00811
Santa Branca,-23.3974353,-45.8842294
Gombe,-14.4177034,-44.6565824
Aba,-23.6416337,-46.6994196
Ohia,-23.1175974,-47.7162042
Oyo,-23.549913,-46.6331274
Town,-29.686798,-53.8126963
St. Jose,3.31043,-61.14954
Afar,-28.8701776,-51.8918074
Juma,-9.3433994,-60.2691029
Osi,-23.5910952,-48.0716543
Garu,-14.7380099,-39.0647028
Lome,-27.5843565,-48.5454863
Yola,-22.2369497,-48.7358377
Boa VIsta do Ramos,-2.9716927,-57.5869819
Tal,-5.8193078,-35.2126281
Damaturu,-23.6737823,-46.6366366
Bida,-16.8462378,-42.0623771
Matola,-21.5708989,-41.9181902
Addis Ababa,8.9856149,38.7848677
Minna,-31.7137097,-52.3435873
Bini,-23.5572674,-46.5613794
Nigéria,-15.7882771,-47.8687693
Bale,-7.014605,-39.7625685
Getúlio Vargas,-27.8871493,-52.2257967
Jani,-23.4608187,-46.6584827
Jos,-19.6692703,-43.6887657
Kaiti,-20.8825039,-51.3730506
Malé,-23.5950759,-52.6194771
U. C. H.,-33.5219448,-70.6253156
R U K,-15.5614206,-56.0298329
Ipu,-4.3239824,-40.7097463
Beberibe,-4.1810469,-38.1298101
Olinda,-7.9986401,-34.8459552
Antonio Martins,-6.2155812,-37.8890129
Paracuru,-3.41436,-39.030028
Campo Maior,-4.8339574,-42.1739786
Acopiara,-6.0936464,-39.4543204
Reriutaba,-4.1418352,-40.5824356
Santa Quitéria,-4.3336553,-40.1544913
Santa Isabel do Pará,-1.2968557,-48.1605533
União dos Palmares,-9.1576807,-36.0342251
Echaporã,-22.4325855,-50.2037693
Xapuri,-10.6511174,-68.5017902
Uruçuca,-14.5913092,-39.2862094
Correntes,-9.1295585,-36.3287438
Juina,-11.4230908,-58.7570212
Oldenburg,-27.1404146,-53.1199552
Espigão do Oeste,-11.6322365,-61.2032768
Gaurama,-27.5879319,-52.0927073
São Felix do Piauí,-5.9212904,-42.1165205
Lagarto,-10.9141791,-37.6715308
Cattolica,-6.612687,-35.2923336
Viamão,-30.0819338,-51.0261927
Barcelona,-5.9514918,-35.9260284
Albacete,-23.830739,-46.7190046
Envira,-7.437889,-70.028143
Rotterdam,-25.4008,-49.2643669
Armenia - Quindio,4.5598734,-75.6544444
Toluca,-26.8784421,-49.0632379
Xavantina,-27.0702363,-52.3431086
Pastos-Bons,-6.6013999,-44.0878124
Guanambí,-14.223066,-42.779943
Sem Peixe,-20.1015407,-42.8408301
Tacaimbó,-8.3173613,-36.2915198
São Jose do Rio Preto,-20.8125851,-49.3804212
Bra,-12.0794806,-45.0097054
Rio do Prado,-16.6841115,-40.5581807
Lambarí,-21.9754009,-45.3505415
Iuna,-16.3815527,-46.9116957
Novo Horizonte do Norte,-11.3904019,-57.3159067
Lancaster,-26.9341906,-49.1368384
San Inacio,-23.6736916,-46.7428921
Tucurui,-3.766334,-49.6663654
Guarai,-8.835429,-48.511432
Taquarituba,-23.5337307,-49.2452541
Rosário do Sul,-30.2527151,-54.9179382
Monte Alegre,-1.9989108,-54.0727694
Coronel Murta,-16.6166083,-42.1844146
Cerqueira César,-23.0353135,-49.1650519
Tatuí,-23.3489848,-47.8490165
Quissamã,-22.107205,-41.4723411
Nova Esperança,-23.1818437,-52.1999852
Bariri,-22.0746355,-48.7394852
Almeirim,-1.5290377,-52.5788111
Itapebi,-15.9693064,-39.5316476
Pirajuí,-21.9957877,-49.4549675
Guaranésia,-21.3024827,-46.7956962
Rocha - Uruguai,-27.1578526,-53.4032848
Botelhos,-21.6500058,-46.3947355
Além Paraiba,-21.8760576,-42.6810473
Dom Joaquim,-18.967137,-43.2552141
São Gonçalo do Abaeté,-18.3420302,-45.834112
Alterosa,-21.249166,-46.143055
Bela VIsta de Goiás,-16.9692949,-48.9513071
São Domingos,-11.4636112,-39.526527
Jaguariaiva,-24.2589699,-49.7201518
Almerim,-1.3987658,-48.4542714
Bacabal,-4.2318132,-44.781167
Catanduvas,-25.2043528,-53.154826
Iraí,-27.1955392,-53.256791
Rio Grande da Serra,-23.7441905,-46.3924746
Imbituba,-28.241827,-48.6643444
Campo do Brito,-10.7496246,-37.4942276
Alto Rio Novo,-19.0577208,-41.0171518
Paranapanema,-23.390161,-48.720868
Presidente Tancredo Neves,-13.4534907,-39.421209
Ribas do Rio Pardo,-20.4477984,-53.7609001
Estância Velha,-29.6529666,-51.1719687
Tarabai,-22.3038726,-51.5628675
Curaça,-8.9925655,-39.9053169
Iporã do Oeste,-26.9884305,-53.5345628
Tarauaca,-8.1602019,-70.7665368
Icoaraci,-1.308842,-48.4563191
Natuba,-7.6410756,-35.5542731
Senhora do Remédios,-6.7670598,-38.231851
Itamuri,-21.003553,-42.3714688
Angaturama,-21.4810792,-42.4168287
Jequiri,-3.2339469,-44.2999032
Luisburgo,-20.4394,-42.1025
Santana do Deserto,-21.95,-43.166667
Divino das Laranjeiras,-18.7782581,-41.4797376
Piacatuba,-21.5051322,-42.8121639
Indaiabira,-15.4921781,-42.1971235
José da Penha,-6.3188,-38.2853568
Ribeiro Junqueira,-21.4484135,-42.5150841
Alvorada,-29.9981184,-51.0772509
Juramento,-16.8458291,-43.5867351
Mesquita,-19.221027,-42.6071142
Vargem Grande do Rio Pardo,-15.4016347,-42.3074552
Retiro do Muriaé,-21.177709,-42.0135049
Dom Cavati,-19.3744152,-42.1067301
Matias Barbosa,-21.8691643,-43.3180624
Cisneiros,-21.4444906,-42.3244517
São Francisco do Glória,-20.7898292,-42.2676959
Pedra Dourada,-20.8317801,-42.1554636
Condado do Norte,-15.8064587,-44.0660795
Ressaquinha,-21.063056,-43.762778
Pádua,-29.0283514,-51.3075981
Fernão Dias,-23.5855127,-46.609829
Itambira,-22.7582228,-43.3950754
Itaporã,-22.0799142,-54.7874239
Santo Antônio de Leverger,-15.8644521,-56.0765226
Parque Industrial/Contagem,-19.9677522,-44.032587
Carioca,-22.9075668,-43.1780446
Engenheiro Navarro,-17.286622,-43.9515719
Nacip Raydan,-18.4575634,-42.2496073
São Jose da Varginha,-19.7087286,-44.5577812
Jacuí,-21.0169567,-46.7458301
Tuiutinga,-21.0806562,-42.7186487
Ubiratã,-24.542725,-52.9899678
Santa Tereza de Goiás,-13.713116,-49.0164361
Mineiros do Tietê,-22.4133188,-48.450554
Xambrê,-23.7361723,-53.4881707
Imbituva,-25.2293338,-50.6051002
Irati,-25.469663,-50.649287
Saudades,-26.9261779,-53.0046945
Riachão do Jacuipe,-11.8071084,-39.3816843
Canoas,-29.9216045,-51.1799525
Sãao Paulo,-21.5918054,-46.8958939
Muçum,-29.1672546,-51.8745312
Porecatu,-22.753724,-51.37949
Buenaventura,-23.7004415,-46.7924454
Santa Cruz do Rio Prado,-22.9431464,-47.0547842
Mondaí,-27.1020777,-53.399242
São Joaquim de Bicas,-20.0489052,-44.2731691
Lajeado,-29.4671522,-51.9624046
Moreno,-8.108706,-35.08354
Brusque,-27.0964628,-48.9136323
Encantado,-29.2392716,-51.8744817
Santo Amaro da Imperatriz,-27.6865324,-48.7769405
Crisópolis,-11.5105813,-38.1506278
Caxias do Sul,-29.1685045,-51.1796385
Itaqui,-29.1222037,-56.5551258
Américo Brasiliense,-21.7297099,-48.1052092
Calgary,-20.0526556,-43.9943157
Inácio Martins,-25.5725435,-51.0764637
Guajará Mirim,-10.7804239,-65.3327825
Vacaria,-28.5102901,-50.9356044
Ribeirão Grande,-24.10114,-48.367931
Porto de Moz,-1.7502089,-52.235556
Baldim,-19.2913568,-43.9558262
Pão de Açúcar,-23.6001573,-46.6666413
São Geraldo do Baixio,-18.9172142,-41.3598026
Ourizona,-23.4047001,-52.1954085
Conchal,-22.337512,-47.172927
Juraia,-23.6085469,-52.6290208
Frei Gaspar,-18.0633426,-41.4300673
Teofilo Otoni,-17.8579267,-41.5081533
Conselheiro  Lafaiete,-20.6596107,-43.785743
Ponta de Pedras,-1.3914098,-48.8714528
Rondon do Para,-4.7804416,-48.06983
Presidente Medici,-2.3764612,-45.8207313
Francisco Santos,-7.042,-41.1391368
Caraúbas,-7.7273231,-36.4923357
Glória de Dourados,-22.4173731,-54.2313391
Monção,-3.4842036,-45.2515472
Diogo de Vasconcelos,-20.4868723,-43.1984645
Campos,-21.7546,-41.3242
Santos Dumond,-21.6803349,-41.3161617
Paraguassú,-12.5411418,-39.4744447
Araçaí,-19.200833,-44.2475
Maripá de Minas,-21.6975,-42.959167
Patis,-16.0806266,-44.0805727
Orizânia,-20.5062049,-42.2076114
Franciscópolis,-17.9591636,-42.0088582
Dores da VItória,-21.099423,-42.5948339
Carmo do Paraíba,-21.8768123,-42.6675144
Serra da Saudade,-19.4404288,-45.7931291
Padre Fialho,-20.3607494,-42.3520571
Pedro Teixeira,-21.7056637,-43.7492357
Joanésia,-19.1756282,-42.6815534
Soledade de Minas,-22.0607267,-45.044957
Charqueadas,-29.9549088,-51.6249534
Mandaguari,-23.5224849,-51.6787511
Jaboticatubas,-19.521667,-43.745277
São José do Mantimento,-20.003958,-41.7458061
Vargem Alegre,-19.6070413,-42.2997922
Entre Folhas,-19.6258823,-42.2328975
Alpercata,-18.9803616,-41.9827637
Senhora do Porto,-18.8905778,-43.0844887
Santa Rita do Itueto,-19.3576722,-41.3801488
Coronel Freitas,-26.9058932,-52.7028055
Rio de Janeirio,-22.2131137,-43.3165539
Paraisópolis,-22.5541683,-45.7800024
Engenheiro Caldas,-19.201389,-42.046944
Cachoeira de Macacu,-22.5241461,-44.1362502
Laranjeira do Sul,-13.8068255,-39.4420338
Acesita,-19.5267802,-42.6667003
Antonina,-25.4298854,-48.7125431
Abaíba,-21.5957361,-42.4898319
São Fidelis,-21.6467054,-41.7463412
Minas Gerais,-18.5264844,-44.1588654
Antônio Dias,-19.6525,-42.872778
São Pedro do Avaí,-20.1922715,-42.1753007
Marmelópolis,-22.448889,-45.165278
Reduto,-20.2442531,-41.9839974
Granada,-20.220394,-42.3832606
Panema,-22.9541774,-50.5862526
São João do Manhuaçu,-20.3941216,-42.151281
Hematita,-19.5337089,-42.9833377
Rosário de Limeira,-20.9778779,-42.5124146
São Pedro do Glória,-20.7217455,-42.3618625
Belisário,-20.9145,-42.4949865
Luisburgo de Manhuaçu,-20.4394,-42.1025
Pirapanema,-21.064136,-42.5050903
Antas,-10.4114649,-38.3308815
Pirajuba,-19.9090891,-48.701683
Santa Bárbara do Leste,-19.978334,-42.140555
Congonhas do Norte,-18.8100392,-43.6783242
Japeri,-22.6427642,-43.6533831
São Francisco do Gloria,-20.7898292,-42.2676959
Goiatuba,-18.0154577,-49.3640591
Santa Bárbara do Monte Verde,-21.9578146,-43.7024953
Vilas Boas,-21.6853052,-45.24948
Morro do Ferro,-20.8114706,-46.8375928
Laginha,-11.4802169,-39.3508739
Vieira,-30.3250238,-54.3377479
São Thomé das Letras,-21.7218272,-44.9849435
Silveira Carvalho,-21.3044603,-42.2567231
Tabaúna,-19.5611695,-41.3322146
Carmo da Cachoeira,-21.460556,-45.223334
Conceição da Aparecida,-21.094166,-46.204444
Antonio Prado de Minas,-21.0171988,-42.1101106
Nazare Paulista,-23.1819309,-46.3992986
Canaâ,-20.685555,-42.62
Vermelho Velho,-19.9898932,-42.3313205
Santana da Vargem,-21.2491719,-45.5068185
Janáuba,-15.8103735,-43.3052119
Bicuíba,-20.0945,-42.3299367
Presidente Dutra,-11.2959181,-41.9871566
Chalé,-20.0419425,-41.6909618
Colorado,-28.525842,-52.99282
Guarataia,-18.3305,-41.9619858
Estrela do Sul,-18.7420499,-47.6900736
São Sebastião do Anta,-19.4972592,-41.983428
Ibiporã,-23.2684137,-51.0475907
Calai,-7.8352119,-35.7007532
Livramento,-13.6505565,-41.8412303
Catuji,-17.3023659,-41.5166395
Venda Nova,-19.8084764,-43.9767673
Neopolis,-10.3169663,-36.5769132
Arame,-4.8858769,-46.0102484
Mantenópolis,-18.8626177,-41.1224012
Ribeirão da Neves,-20.321179,-40.8048107
Coronel Xavier Chaves,-21.0234482,-44.2233108
Turumirim,-23.2482352,-45.8362708
Itabapoana,-21.3376,-40.9714
Oliveira Fortes,-21.3391156,-43.4577139
Eloi Mendes,-21.6094466,-45.5660211
Itapé,-14.8970856,-39.4246637
Fidelandia,-18.1794498,-41.2720219
Passa VInte,-22.209722,-44.2344386
Durandé,-20.2026282,-41.798777
Confins,-19.6278749,-43.9912311
Rifaina,-20.0811589,-47.4210736
Santa Rita de Minas,-19.8745404,-42.1325122
Ôlho D'Agua das Cunhãs,-4.140311,-45.1184685
Paraguaçu Paulista,-22.4203497,-50.5792099
Caçapava do Sul,-30.5113286,-53.4916761
Chapada do Norte,-17.0880036,-42.5380774
Valparaíso de Goiás,-16.0929051,-47.9959572
Caçu,-18.5637222,-51.1369685
Siqueira Campos,-23.687481,-49.830416
Naviraí,-23.0622152,-54.2018319
Roma,-12.9349632,-38.5038883
Vila Maria,-28.53429,-52.1548439
Guaratã do Norte,-22.8260796,-45.2486065
Santa Albertina,-20.0323485,-50.7278392
Martinópolis,-22.146153,-51.170949
Óbidos,-1.901072,-55.520812
Porto Murtinho,-21.698078,-57.883586
Itambé,-15.2435245,-40.6269506
Santa Izabel do Pará,-1.2968557,-48.1605533
Rio do Pires,-13.1252598,-42.2901946
Alecrim,-27.6566142,-54.7653195
La Paz,-24.3927123,-65.1146052
Taquari,-29.7942136,-51.8647988
Araças,-12.212853,-38.2006816
Boqueirão dos Cochos,-7.1871801,-38.1742824
Regente Feijó,-22.2191056,-51.3034558
Quedas do Iguaçu,-25.453001,-52.9090429
Corbélia,-24.7951117,-53.2961804
Morretes,-25.4768503,-48.8322501
Piratuba,-27.4215816,-51.7822762
Tanabi,-20.6251635,-49.6519879
Nobres,-14.7196233,-56.3351314
Canaã dos Carajás,-6.5296837,-49.8516592
Ivaté,-23.4084656,-53.3698352
Rio Azul,-25.726644,-50.790534
Fundão,-19.9532531,-40.3779176
Flora Rica,-21.6760063,-51.3804532
Hugo Napoleão,-6.0433937,-42.4999086
Santópolis do Aguapei,-21.6379556,-50.5008527
Lauro Muller,-28.3942244,-49.3975402
Novo Progresso,-7.0374884,-55.4185904
Stuttgart,-26.9036725,-49.0917136
Montes Claros de Goiás,-16.0059459,-51.3978781
Ouriçangas,-12.0105291,-38.6259109
Ivoti,-29.5934057,-51.1599403
Presidente Castelo Branco,-23.2790844,-52.1528771
Ribeirão do Pinhal,-23.4063092,-50.3581945
Bastos,-21.9222474,-50.7317727
Quipapá,-8.8269434,-36.011622
Iguape,-24.7042692,-47.5563733
Ivatuba,-23.618722,-52.2174491
Serafina Corrêa,-28.7120266,-51.9343269
Timbó,-26.8282737,-49.270641
Duartina,-22.414562,-49.408355
Garça,-22.2125766,-49.6547994
Mérida,-23.4964841,-46.6220756
Campos Novos,-27.3962904,-51.2224397
Pereiro,-6.046269,-38.4604192
Manicoré,-5.804618,-61.289483
Poconé,-16.2578606,-56.633926
Anapolis,-16.3332828,-48.9525756
Simplício Mendes,-7.860528,-41.9081183
Pomerode,-26.7356218,-49.1770095
Jaguarão,-32.5662724,-53.3765705
Belo Horiznte,-11.8026817,-39.3749754
Taquará,-29.6452036,-50.7832169
Magda,-20.6444651,-50.2260983
Victor Graeff,-28.563163,-52.749535
Independência,-27.8523717,-54.1909592
Caiapônia,-16.9538779,-51.8090761
Boa VIsta do Buricá,-27.6687782,-54.1111913
Capela,-9.415041,-36.082583
Nova Brasilândia,-14.9298622,-54.973665
Urussanga,-28.5191381,-49.3201776
Porto União,-26.2336416,-51.082771
Pirenópolis,-15.8501619,-48.957317
São Félix,-12.6069891,-38.9695574
Palmeiras de Goiás,-16.8102393,-49.9234165
Taió,-27.1167574,-50.0002159
Castro,-24.794072,-49.9972914
Borrazópolis,-23.9399295,-51.5842203
Casca,-28.5652711,-51.9769207
Panambi,-28.2898542,-53.501822
Tapera,-28.6262957,-52.8680873
Renascença,-26.158837,-52.970349
São José do Ouro,-27.7736185,-51.5947672
Espumoso,-28.7256962,-52.8453751
Marau,-28.4493053,-52.2002156
Portelândia,-17.3573086,-52.6777879
Andradina,-20.896505,-51.3742765
Chopinzinho,-25.8566167,-52.5294107
Lago da Pedra,-4.5627272,-45.1298628
São Pedro do Butiá,-28.1241467,-54.8914661
Canoinhas,-26.1755121,-50.3949592
Bento Gonçalves,-29.1654014,-51.5197627
Patrocínio Paulista,-20.6383609,-47.2801241
Rio Acima,-20.0875,-43.789166
Clevelândia,-26.404065,-52.3513972
São Pedro da União,-21.1316402,-46.6175338
Guaira,-24.0851924,-54.2567519
Ponte Serrada,-26.8708566,-52.0164089
Santa Cecília,-26.9658952,-50.4182571
Guarani das Missões,-28.1445277,-54.5570355
Nova Prata,-28.7849383,-51.6091999
Ferreiros,-7.449667,-35.2426004
Alagoa Nova,-7.0601145,-35.7614565
Abelardo Luz,-26.5705893,-52.3280339
Braço do Norte,-28.2728633,-49.1622712
São Francisco de Assis,-29.559214,-55.1209843
Cambé,-23.2782035,-51.2779583
Diamante do Norte,-22.6565442,-52.8589113
Planalto,-21.0342185,-49.928323
Itapira,-22.436111,-46.821667
Santo Augusto,-27.852577,-53.777605
Eneas Marques,-25.9435584,-53.1637539
Marmeleiro,-26.1472,-53.026741
Guiratinga,-16.3457422,-53.7595097
Mamborê,-24.3084433,-52.5298446
Mangueirinha,-25.9412009,-52.1740852
Uruana,-15.4998907,-49.6870172
Araporã,-18.4318188,-49.188313
São Lourenço D'Oeste,-26.35566,-52.849837
Tasso Fragoso,-8.4729347,-45.7461798
Curitibanos,-27.2900659,-50.5779683
Colider,-10.8094999,-55.4540386
Matelândia,-25.2404183,-53.9835004
Terra Roxa,-24.1670468,-54.097432
Perdeneiras,-25.3793275,-49.1787382
Porto dos Gauchos,-11.532999,-57.413233
Sambaiba,-7.134473,-45.351506
Iracemápolis,-22.5869091,-47.5160966
Brejo Santo,-7.4909841,-38.9859152
Joviânia,-17.8063651,-49.623645
Roseira,-22.8980898,-45.3093218
Osvaldo Cruz,-21.7962773,-50.879119
Palestina,-20.338078,-49.4755234
Coronel Bicaco,-27.7174002,-53.705821
Vigia,-16.1753775,-40.6916675
Nova Trento,-27.2862616,-48.9302652
Indianópolis,-19.0391972,-47.9178436
Rio do Sul,-27.2162607,-49.643654
Cachoeira do Sul,-30.0482234,-52.8901686
Nova Cantu,-24.6739252,-52.5731265
Rialma,-15.3144819,-49.5813991
Maracaí,-22.6112679,-50.6670685
Itatiba do Sul,-27.3859383,-52.4559831
Laguna,-28.4837443,-48.7816572
São Bento do Sul,-26.2483669,-49.3820672
Laurentino,-27.2193231,-49.7322856
Ibiruba,-28.630161,-53.096124
Tupâ,-21.9349129,-50.5141255
Bocaina,-22.1421831,-48.522276
São Benedito,-4.0484353,-40.8646009
Aguanil,-20.9424533,-45.3927152
Santo Antônio da Platina,-23.2957157,-50.0778957
Alto Garças,-16.9469683,-53.529427
Centenário do Sul,-22.821497,-51.5951456
Campo Bom,-29.678418,-51.0572268
Roncador,-24.5960555,-52.2744834
Ituporanga,-27.4096219,-49.6014812
Barão de Cotegipe,-27.6214694,-52.3765316
Castanheira,-11.1391946,-58.6088547
Canguaretama,-6.3751942,-35.137463
Bom Jardim de Goiás,-16.2062659,-52.172793
Brejaúba,-19.192406,-43.217993
Itaquiraí,-23.4801914,-54.1833692
Pedro Gomes,-18.0990797,-54.550579
Monte Aprazível,-20.7625702,-49.7088402
Silvania,-16.6599718,-48.608326
Faxinal,-24.001212,-51.3222727
Moji Guaçu,-22.321781,-46.3801223
Silvânia,-16.6599718,-48.608326
Rosário Oeste,-14.825938,-56.42357
Itabúna,-14.793173,-39.2750341
Cacequi,-29.8838059,-54.8273443
Tabapuã,-20.9648397,-49.0332398
Vila de Maria,-16.3222289,-48.9399527
Giruá,-28.0299396,-54.3506855
Cruzeiro do Sul,-29.5139742,-51.9917068
Catuípe,-28.255356,-54.013215
Colinas do Tocantins,-8.0612688,-48.4716768
São Miguel do Oeste,-26.7278977,-53.5176689
Ponte Alta do Bom Jesus,-12.0873615,-46.4785732
Lagoa Vermelha,-28.2087034,-51.527499
Grajau,-5.8154034,-46.1361454
Anajatuba,-3.26441,-44.6179916
Aliança,-7.6026425,-35.2263514
Forquilha,-3.799447,-40.263405
Laranjal Paulista,-23.0514764,-47.8370125
Frederico Westphalen,-27.35711,-53.3964117
Tucunduva,-27.6581837,-54.4416605
Alto Paraguai,-14.513712,-56.4936374
Mosqueiro,-1.1323337,-48.4328193
Caxambu do Sul,-27.1615046,-52.8796675
Meleiro,-28.8303183,-49.6349851
Passagem Franca,-6.177451,-43.775511
Pratinha,-19.7530422,-46.3824103
Ronda Alta,-27.782064,-52.8078036
Paranatinga,-14.4297856,-54.0503432
São José do Cedro,-26.4555904,-53.4954785
Cristopolis,-12.2349301,-44.4160811
Pitanga,-24.759586,-51.7637582
Severiano de Almeida,-27.4332178,-52.1155068
Florianópólis,-27.5973002,-48.5496098
Tibagi,-24.5151667,-50.4101487
Condor,-28.2058277,-53.4844696
Palmeira,-27.9010519,-53.3135927
Brodowski,-20.9862299,-47.6578768
Jaborandi,-13.6203918,-44.4693394
Tarumã,-22.7474736,-50.5783374
Terra Boa,-23.768329,-52.447002
Rio Formoso,-8.6606291,-35.1550736
Casa Nova,-9.1736775,-40.9734475
Anicuns,-16.4606451,-49.9572265
Jeriquara,-20.3104773,-47.5915669
Luiz Alves,-26.7118577,-48.9126756
Crissiumal,-27.4982242,-54.1024643
Urussunga,-30.1575065,-51.2232359
Loreto,-7.08562,-45.1397421
Claudia,-11.5057202,-54.8763166
Santo Antônio do Sudoeste,-26.0727118,-53.725556
Várzea Grande,-15.645816,-56.132218
Igaporã,-13.7725318,-42.7168442
Rio Pardo,-29.9820554,-52.3702447
Alto Parnaíba,-9.112506,-45.9310154
Santa Cruz do Sul,-29.714209,-52.4285807
Salto Del Guairá,-24.0528034,-54.3058782
Curuça,-0.7220333,-47.8650027
Não-Me-Toque,-28.4575507,-52.8196547
Tupãssi,-24.5857992,-53.5129537
Cotegipe,-12.0315387,-44.260401
Benedito Leite,-7.2173453,-44.5523331
Piratininga,-22.4136363,-49.1351479
Sananduva,-27.9499376,-51.8074435
Ibiara,-7.4997862,-38.4034987
Planalto Alegre,-27.0721133,-52.8667023
Santa Bárbara do Sul,-28.3654722,-53.2510995
Silveiras,-22.66384,-44.852157
Corrente,-10.4401356,-45.1627472
Apodí,-5.6631109,-37.796927
Camapuã,-19.5291747,-54.0434641
São Jorge D'Oeste,-25.7086966,-52.9189882
Tomazina,-23.7777942,-49.9546482
Caceres,-16.0644068,-57.6878972
Assaí,-23.3736041,-50.8454929
Ibitinga,-21.75623,-48.831903
Turvo,-25.043933,-51.5392172
Ipuiuna,-22.0993203,-46.1896557
Matina,-13.9098616,-42.8461536
Itaiópolis,-26.3391899,-49.9071983
Formosa do Oeste,-24.2966562,-53.312801
Guará,-20.4290496,-47.8250067
Itaporanga,-23.7066252,-49.4895934
Santa Cruz,-29.714209,-52.4285807
Umarizal,-5.9855135,-37.8185912
Juranda,-24.420866,-52.841344
Poxoréu,-15.8290891,-54.3925375
Ibirubá,-28.630161,-53.096124
Juti,-22.8611994,-54.604793
Muritiba,-12.624266,-38.9885844
General Salgado,-20.6488139,-50.3608101
Rio Tinto,-6.803828,-35.077569
Nazaré Paulista,-23.1819309,-46.3992986
Jaguaribe,-5.8854585,-38.6212957
Barra do Rocha,-14.2090974,-39.6004395
Afogados da Ingazeira,-7.7481283,-37.6346614
Indiaporã,-19.9802644,-50.2906035
São Francisco do Brejão,-5.124869,-47.3871865
Soledade,-28.8272467,-52.5109157
Xanxeré,-26.8748603,-52.4035964
Olho D'Agua das Cunhas,-4.140311,-45.1184685
São Raimundo das Mangabeiras,-7.023608,-45.4769436
Missal,-25.0913359,-54.2476738
Carazinho,-28.2981634,-52.7942363
Tarauacá,-8.1602019,-70.7665368
Guapiaçu,-20.79663,-49.2253917
Demerval Lobão,-5.3640643,-42.673993
Chapadinha,-3.7416803,-43.3548006
Castilho,-20.8695636,-51.4877792
Guarujá do Sul,-26.3850268,-53.527794
Mirante da Serra,-11.0321694,-62.6717012
Nova Pádua,-29.0283514,-51.3075981
Santo Antônio do Içá,-3.095443,-67.946279
Astorga,-23.2350184,-51.6647074
Fátima,-10.597302,-38.2123608
Gravatá,-8.1990607,-35.562989
Sant'Ana do Livramento,-30.8894097,-55.5317694
Cabrobó,-8.5083701,-39.3106961
Nova Granada,-20.5345426,-49.3186951
Britânia,-15.2427599,-51.1602061
Mozarlândia,-14.7457049,-50.5713211
Limon,-30.3215247,-54.3281134
Iuiu,-14.4113008,-43.5508641
Alvorada do Norte,-14.483911,-46.4959897
Porangatu,-13.444663,-49.1423569
São Francisco do Piauí,-7.1851357,-42.5137569
Estrela D'Oeste,-20.2860692,-50.3986216
Amargosa,-13.0302189,-39.6040692
Senhor do Bomfim,-10.9792273,-37.0600639
Campo Azul,-16.5078525,-44.8133524
Santo Anastácio,-21.974662,-51.652662
São Felix do Araguaia,-11.6170646,-50.6667246
Cacique Doble,-27.7700117,-51.6616409
Campinápolis,-14.5403731,-52.7970626
Conchas,-23.0133538,-48.0077595
Witmarsum,-26.927487,-49.794675
Fronteiras,-7.088607,-40.6147253
Tomé-Açu-Pará,-2.4166306,-48.1522907
Janiópolis,-24.140124,-52.77836
São Martinho,-27.7079086,-53.9623041
Quebrangulo,-9.3217611,-36.4735837
Passa-Quatro,-22.3893803,-44.9666039
Morro do Chapeu,-11.5500293,-41.1570248
Tesouro,-16.0802073,-53.553114
Buritama,-21.0664017,-50.1448077
Vera,-12.4728507,-55.3197998
Antônio João,-22.1892837,-55.9508227
Aurora do Tocantins,-12.71045,-46.407604
Rio Negrinho,-26.259075,-49.517746
Denise,-14.7292165,-57.0482981
União da VItória,-26.228596,-51.0869796
Tomé-Açú,-2.4166306,-48.1522907
Santo Antônio da Alegria,-21.0893048,-47.1523426
Itaipé,-17.401944,-41.670278
Água Doce,-26.9986047,-51.5529306
Uraí,-23.199997,-50.793873
Leopoldo de Bulhões,-16.6190479,-48.742755
Jacinto Machado,-28.999338,-49.7603204
Araguaia,-20.4491767,-40.8739414
Araranguá,-28.9348832,-49.4858389
Camacan,-15.4148428,-39.4966727
São Domingos do Azeitão,-6.810868,-44.6445713
Andirá,-23.0494761,-50.2310027
Serra Dourada,-12.758418,-43.9500907
Entre Ijuís,-28.361628,-54.2670019
Paranacity,-22.9304971,-52.1523164
Sanga Puitã,-22.6544156,-55.5917445
Ibititá,-11.5461033,-41.9781838
Mamboré,-24.3084433,-52.5298446
Galvão,-26.4553595,-52.6869755
Cafarnaum,-11.6914163,-41.4685009
Espigão D Oeste,-11.532175,-61.0130935
Itaueira,-7.5991089,-43.0278778
Esperantinópolis,-4.8751875,-44.8801032
Maximiliano de Almeida,-27.6326512,-51.8046768
São Manuel,-22.732081,-48.572316
Pérola D'Oeste,-25.827794,-53.743333
Braganey,-24.8179919,-53.118506
Belo Campo,-15.0338286,-41.2585109
Timburi,-23.2064076,-49.6045576
